form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy,historical name
F2,440300,459,375,280,0,กำไร (ขาดทุน) จากการประเมินมูลค่ายุติธรรมตราสารป้องกันความเสี่ยงสำหรับป้องกันความเสี่ยงของเงินลงทุนสุทธิ,Gains (Losses) On Fair Value Adjustments Of Hedging Instruments On Net Investment Hedgings,409998,1,,N,123,PL,รายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,เฉพาะส่วนที่มีประสิทธิผลในเงินลงทุนสุทธิ (ในหน่วยงานต่างประเทศ) ที่ต้องรับรู้ในกำไรขาดทุนเบ็ดเสร็จอื่น,Only the effective portions of net investments (in foreign operations) that must be recognised through other comprehensive income,,,,,,หมายถึง ส่วนของผลกำไรและขาดทุนของเครื่องมือที่ใช้ป้องกันความเสี่ยงในส่วนที่มีประสิทธิผลในเงินลงทุนสุทธิ (ในหน่วยงานต่างประเทศ) ที่ต้องรับรู้ในกำไรขาดทุนเบ็ดเสร็จอื่น,
F2,440500,460,376,281,0,ผลต่างอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน,Currency Translation Adjustments,409998,1,,N,123,PL,รายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,,,,,,,,หมายถึง ผลกำไรและขาดทุนจากการแปลงค่างบการเงินจากสกุลเงินที่ใช้ในการดำเนินงานของหน่วยงานในต่างประเทศ ให้เป็นสกุลเงินที่นำเสนอรายงาน,
F2,440600,461,377,282,0,กำไร (ขาดทุน) จากการเปลี่ยนแปลงในมูลค่าของมูลค่าตามเวลาของสัญญาสิทธิที่จะซื้อหรือจะขาย,Gains (Losses) On Change In Value Of Time Value Of Options,409998,1,,N,123,PL,รายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,เมื่อบริษัทแยกมูลค่าที่แท้จริง (Intrinsic value) และมูลค่าตามเวลาของสัญญาสิทธิที่จะซื้อหรือจะขาย และกำหนดให้เฉพาะส่วนที่เป็นมูลค่าที่แท้จริงของสัญญาสิทธิที่จะซื้อหรือจะขายเป็นเครื่องมือป้องกันความเสี่ยง,Where the company separates the intrinsic value and time value of the options and specifies only the intrinsic value portion to be the hedging instrument.,,,,,,หมายถึง กำไรและขาดทุนจากการเปลี่ยนแปลงในมูลค่าของมูลค่าตามเวลา (Time value) ของสัญญาสิทธิที่จะซื้อหรือจะขาย เมื่อบริษัทแยกมูลค่าที่แท้จริง (Intrinsic value) และมูลค่าตามเวลาของสัญญาสิทธิที่จะซื้อหรือจะขาย และกำหนดให้เฉพาะส่วนที่เป็นมูลค่าที่แท้จริงของสัญญาสิทธิที่จะซื้อหรือจะขายเป็นเครื่องมือป้องกันความเสี่ยง,
F2,440700,462,378,283,0,กำไร (ขาดทุน) จากการเปลี่ยนแปลงในมูลค่าของอัตราแลกเปลี่ยนล่วงหน้าของสัญญาซื้อขายล่วงหน้า,Gains (Losses) On Change In Value Of Forward Elements Of Forward Contracts,409998,1,,N,123,PL,รายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,เมื่อบริษัทแยกส่วนของอัตราแลกเปลี่ยนล่วงหน้าและส่วนของอัตราแลกเปลี่ยนทันทีของสัญญาซื้อขายล่วงหน้า (Separates the forward element and the spot element of a forward contract) และกำหนดให้เฉพาะการเปลี่ยนแปลงในมูลค่าของอัตราแลกเปลี่ยนทันทีของสัญญาซื้อขายล่วงหน้าเป็นเครื่องมือป้องกันความเสี่ยง,Where the company separates the forward element and the spot element of a forward contract and determines only the portion which is the change in value of the spot element of forward contracts to be the hedging instrument.,,,,,,หมายถึง กำไรและขาดทุนจากการเปลี่ยนแปลงในมูลค่าของอัตราแลกเปลี่ยนล่วงหน้าของสัญญาซื้อขายล่วงหน้า เมื่อบริษัทแยกส่วนของอัตราแลกเปลี่ยนล่วงหน้าและส่วนของอัตราแลกเปลี่ยนทันทีของสัญญาซื้อขายล่วงหน้า (Separate the forward element and the spot element of a forward contract) และกำหนดให้เฉพาะการเปลี่ยนแปลงในมูลค่าของอัตราแลกเปลี่ยนทันทีของสัญญาซื้อขายล่วงหน้าเป็นเครื่องมือป้องกันความเสี่ยง,
F2,440800,463,379,284,0,กำไร (ขาดทุน) จากการเปลี่ยนแปลงในมูลค่าของส่วนต่างอัตราแลกเปลี่ยนเงินตราต่างประเทศ,Gains (Losses) On Change In Value Of Foreign Currency Basis Spreads,409998,1,,N,123,PL,รายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,เมื่อบริษัทแยกส่วนต่างอัตราแลกเปลี่ยนเงินตราต่างประเทศ (Foreign currency basis spread) ออกจากเครื่องมือทางการเงินและไม่นำไปรวมในการกำหนดเครื่องมือทางการเงินเป็นเครื่องมือป้องกันความเสี่ยง,Where the company separates the foreign currency spread from the financial instruments and does not include it in determining financial instruments as hedging instrument,,,,,,หมายถึง กำไรและขาดทุนจากการเปลี่ยนแปลงในมูลค่าของส่วนต่างอัตราแลกเปลี่ยนเงินตราต่างประเทศ (Foreign currency basis spread) เมื่อบริษัทแยกส่วนต่างอัตราแลกเปลี่ยนเงินตราต่างประเทศออกจากเครื่องมือทางการเงินและไม่นำไปรวมในการกำหนดเครื่องมือทางการเงินเป็นเครื่องมือป้องกันความเสี่ยง,
F2,440900,464,380,285,0,ส่วนแบ่งกำไร (ขาดทุน) เบ็ดเสร็จอื่นในบริษัทย่อย บริษัทร่วม และการร่วมค้า (ภายใต้วิธีส่วนได้เสีย) สำหรับรายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"Share Of Other Comprehensive Income (Expense) From Subsidiaries, Associates And Joint Ventures Accounted For Using The Equity Method That Will Be Subsequently Reclassified To Profit Or Loss",409998,1,,N,123,PL,รายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,,,,,,,,หมายถึง ส่วนแบ่งกำไรขาดทุนเบ็ดเสร็จอื่นในส่วนที่สามารถจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง ซึ่งรับรู้ตามวิธีส่วนได้เสีย สำหรับเงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า,
F2,449800,465,381,286,0,องค์ประกอบอื่นของกำไรขาดทุนเบ็ดเสร็จอื่นที่จะจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,Other Comprehensive Income That Will Be Subsequently Reclassified To Profit Or Loss,409998,1,,N,123,PL,รายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,,,,,,,,หมายถึง กำไรขาดทุนเบ็ดเสร็จอื่น สำหรับรายการอื่น ๆ ที่อาจถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง นอกเหนือจากรายการที่แยกแสดงเป็นรายการที่ 278 ถึง 285,
F2,449900,466,382,287,0,ภาษีเงินได้ของรายการที่จะจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,Income Taxes Relating To Items That Will Be Subsequently Reclassified To Profit Or Loss,409998,1,,N,123,PL,รายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,,,,,,,,หมายถึง จำนวนภาษีเงินได้เกี่ยวกับแต่ละองค์ประกอบของกำไรขาดทุนเบ็ดเสร็จอื่นที่อาจถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง ในกรณีที่บริษัทเลือกแสดงองค์ประกอบของกำไรขาดทุนเบ็ดเสร็จอื่นด้วยยอดก่อนหักผลกระทบทางภาษีที่เกี่ยวข้อง และแสดงรายการภาษีที่เกี่ยวข้องเป็นรายการแยกต่างหาก,
F2,450000,T13,383,288,0,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,Items That Will Not Be Subsequently Reclassified To Profit Or Loss,No,,B Fix,T,,PL,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,,,,,,,,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง ประกอบด้วยเลขอ้างอิงที่ 289 ถึง 295,
F2,450100,467,384,289,0,กำไร (ขาดทุน) จากการเปลี่ยนแปลงในส่วนเกินทุนจากการตีราคาสินทรัพย์,Gains (Losses) From Changes In Revaluation Surplus,409998,1,,N,123,PL,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,รวมถึง การเปลี่ยนแปลงในส่วนเกินทุนจากการตีราคาที่ดินอาคารและอุปกรณ์ และสินทรัพย์ไม่มีตัวตน,"Include changes in surplus from the revaluation of property, plant and equipment and intangible assets",,,,,,หมายถึง การเปลี่ยนแปลงในส่วนเกินทุนจากการตีราคาที่ดินอาคารและอุปกรณ์ และสินทรัพย์ไม่มีตัวตน,
F2,450200,468,385,290,0,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,Gains (Losses) On Remeasuring Investment In Equity Instruments Measured At Fair Value Through Other Comprehensive Income,409998,1,,N,123,PL,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,รวมถึง ผลกำไร (ขาดทุน) จากเครื่องมือป้องกันความเสี่ยงที่มีประสิทธิผลในการป้องกันความเสี่ยงในมูลค่ายุติธรรมของเงินลงทุนในตราสารทุนที่วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จด้วย ,Include effective portion of gains (losses) from measurement of fair values of hedging instruments measured fair value through other comprehensive income,,,,,,หมายถึง ผลกำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุน กรณีที่บริษัทวัดมูลค่ายุติธรรมในภายหลังของเงินลงทุนในตราสารทุนผ่านกำไรขาดทุนเบ็ดเสร็จอื่น รวมถึงผลกำไร (ขาดทุน) จากเครื่องมือป้องกันความเสี่ยงที่มีประสิทธิผลในการป้องกันความเสี่ยงในมูลค่ายุติธรรมของเงินลงทุนในตราสารทุนที่วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,
F2,450300,469,386,291,0,กำไร (ขาดทุน) จากหนี้สินทางการเงินที่กำหนดให้วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนอันเนื่องมาจากความเสี่ยงด้านเครดิต,Gains (Losses) From Changes In Own Credit Risk Of Financial Liabilities Designated At Fair Value Through Profit Or Loss,409998,1,,N,123,PL,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,เฉพาะส่วนที่เป็นผลจากการเปลี่ยนแปลงความเสี่ยงด้านเครดิตของหนี้สินทางการเงิน,Only the portion of arising from changes in own credit risk of financial liabilities,,,,,,หมายถึง ผลกำไร (ขาดทุน) จากการเปลี่ยนแปลงมูลค่ายุติธรรมของหนี้สินทางการเงินที่กิจการวัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน เฉพาะส่วนเปลี่ยนแปลงในมูลค่ายุติธรรมของหนี้สินที่เป็นผลจากการเปลี่ยนแปลงความเสี่ยงด้านเครดิตของหนี้สินนั้น,
F2,450500,470,387,292,0,ส่วนแบ่งกำไร (ขาดทุน) เบ็ดเสร็จอื่นในบริษัทย่อย บริษัทร่วม และการร่วมค้า (ภายใต้วิธีส่วนได้เสีย) สำหรับรายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"Share Of Other Comprehensive Income (Expense) From Subsidiaries, Associates And Joint Ventures Accounted For Using The Equity Method That Will Not Be Subsequently Reclassified To Profit Or Loss",409998,1,,N,123,PL,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,,,,,,,,หมายถึง ส่วนแบ่งกำไรขาดทุนเบ็ดเสร็จอื่นในส่วนที่ไม่สามารถจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนได้ในภายหลัง ซึ่งรับรู้ตามวิธีส่วนได้เสีย สำหรับเงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า,
F2,450600,471,388,293,0,กำไร (ขาดทุน) จากการประมาณการตามหลักคณิตศาสตร์ประกันภัยสำหรับโครงการผลประโยชน์พนักงาน,Remeasurement Of Employee Benefit Obligations,409998,1,,N,123,PL,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,รวมถึง การเปลี่ยนแปลงใด ๆ ที่เกิดจากผลกระทบของเพดานของสินทรัพย์โครงการที่เกี่ยวข้อง,Include any effects of the related plan asset ceiling,,,,,,หมายถึง ผลกำไร (ขาดทุน) จากการประมาณการตามหลักคณิตศาสตร์ประกันภัย และการเปลี่ยนแปลงใด ๆ ที่เกิดจากผลกระทบของเพดานของสินทรัพย์โครงการที่เกี่ยวข้อง (ตามเงื่อนไขการรับรู้ตามมาตรฐานการบัญชี ฉบับที่ 19 เรื่อง ผลประโยชน์พนักงาน),
F2,459800,472,389,294,0,องค์ประกอบอื่นของกำไรขาดทุนเบ็ดเสร็จอื่นที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,Other Comprehensive Income That Will Not Be Subsequently Reclassified To Profit Or Loss,409998,1,,N,123,PL,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,,,,,,,,หมายถึง กำไรขาดทุนเบ็ดเสร็จอื่น สำหรับรายการอื่น ๆ ที่จะไม่ถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง นอกเหนือจากเลขอ้างอิงที่ 289 ถึง 293,
F2,459900,473,390,295,0,ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,Income Taxes Relating To Items That Will Not Be Subsequently Reclassified To Profit Or Loss,409998,1,,N,123,PL,รายการที่ไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,,,,,,,,หมายถึง จำนวนภาษีเงินได้เกี่ยวกับแต่ละองค์ประกอบของกำไรขาดทุนเบ็ดเสร็จอื่นที่จะไม่ถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลังข้างต้น ในกรณีที่บริษัทเลือกแสดงองค์ประกอบของกำไรขาดทุนเบ็ดเสร็จอื่นด้วยยอดก่อนหักผลกระทบทางภาษีที่เกี่ยวข้อง และแสดงรายการภาษีที่เกี่ยวข้องเป็นรายการแยกต่างหาก,
F2,409998,474,391,296,0,กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี,Other Comprehensive Income (Expense) - Net Of Tax,409999,1,B,NV,123,PL,กำไร (ขาดทุน) เบ็ดเสร็จอื่น,,,,,,,,"หมายถึง ผลรวมของกำไร (ขาดทุน) เบ็ดเสร็จอื่น ประกอบด้วยผลรวมรายการกำไรขาดทุนเบ็ดเสร็จอื่นที่อาจถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง และผลรวมรายการกำไรขาดทุนเบ็ดเสร็จอื่นที่จะไม่ถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง

กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี เป็นรายการสุทธิของเลขอ้างอิงที่ 277 ถึง 295",
F2,409999,475,392,297,0,กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด,Total Comprehensive Income (Expense) For The Period,No,,BU,NV,123,PL,กำไร (ขาดทุน) เบ็ดเสร็จ,,,,Y,,,,"กรณีที่บริษัทเลือกแสดงงบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่นแยกเป็นสองงบ รายการกำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด เป็นรายการสุทธิของเลขอ้างอิงที่ 273 276 และ 296

กรณีที่บริษัทเลือกแสดงงบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่นในงบเดียว รายการกำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด เป็นรายการสุทธิของเลขอ้างอิงที่ 274 และ 296",
F2,460000,T14,393,298,0,การแบ่งปันกำไร (ขาดทุน) สุทธิ,Net Profit (Loss) Attributable To :,No,,B Fix,T,,PL,การแบ่งปันกำไรสุทธิ,,,,,,,,"หมายถึง การแบ่งปันกำไร (ขาดทุน) สุทธิสำหรับงวดให้แก่ผู้ถือหุ้น ทั้งในส่วนที่เป็นของบริษัทใหญ่ และส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม
 
การแบ่งปันกำไร (ขาดทุน) สุทธิ ประกอบด้วยเลขอ้างอิงที่ 299 ถึง 300",
F2,460100,599,394,299,1,การแบ่งปันกำไร (ขาดทุน) สุทธิ : ผู้ถือหุ้นบริษัทใหญ่,Net Profit (Loss) Attributable To : Owners Of The Parent,No,,,N,123,PL,การแบ่งปันกำไรสุทธิ,"ใช้ในการคำนวณ Dividend Payout Ratio, Return on Equity","For calculation of Dividend Payout Ratio, Return on Equity",,Y,,,,หมายถึง กำไร (ขาดทุน) สุทธิสำหรับส่วนของผู้ถือหุ้นของบริษัทใหญ่,
F2,460200,598,395,300,1,การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม,Net Profit (Loss) Attributable To : Non-Controlling Interests,No,,,N,123,PL,การแบ่งปันกำไรสุทธิ,"- รวมถึง กำไร (ขาดทุน) สุทธิ สำหรับส่วนที่เป็นของผู้ถือหุ้นเดิมก่อนการปรับโครงสร้างธุรกิจ
- แสดงผลใน Company Highlight & Fact Sheet","- Include net profit (loss) attributable to former shareholders before business restructuring
- Displayed in the Company Highlight & Fact Sheet",,,,งบการเงินเฉพาะกิจการไม่ควรมีค่า,Should have no value in Separate financial statements.,หมายถึง กำไร (ขาดทุน) สุทธิสำหรับส่วนของส่วนได้เสียที่ไม่มีอำนาจควบคุมในบริษัทย่อยของกลุ่มบริษัท รวมถึง กำไร (ขาดทุน) สุทธิ สำหรับส่วนที่เป็นของผู้ถือหุ้นเดิมก่อนการปรับโครงสร้างธุรกิจภายใต้การควบคุมเดียวกัน,
F2,470000,T15,396,301,0,การแบ่งปันกำไร (ขาดทุน) เบ็ดเสร็จรวม,Total Comprehensive Income (Expense) Attributable To :,No,,B Fix,T,,PL,การแบ่งปันกำไรเบ็ดเสร็จรวม,,,,,,,,"หมายถึง การแบ่งปันกำไร (ขาดทุน) เบ็ดเสร็จรวมสำหรับงวดให้แก่ผู้ถือหุ้น ทั้งในนส่วนที่เป็นของบริษัทใหญ่ และส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม

การแบ่งปันกำไร (ขาดทุน) เบ็ดเสร็จรวม ประกอบด้วยเลขอ้างอิงที่ 302 ถึง 303",
F2,470100,597,397,302,1,การแบ่งปันกำไร (ขาดทุน) เบ็ดเสร็จรวม : ผู้ถือหุ้นบริษัทใหญ่,Total Comprehensive Income (Expense) Attributable To : Owners Of The Parent,No,,,N,123,PL,การแบ่งปันกำไรเบ็ดเสร็จรวม,,,,,,,,หมายถึง กำไร (ขาดทุน) เบ็ดเสร็จรวมสำหรับส่วนของผู้ถือหุ้นของบริษัทใหญ่,
F2,470200,596,398,303,1,การแบ่งปันกำไร (ขาดทุน) เบ็ดเสร็จรวม : ส่วนได้เสียที่ไม่มีอำนาจควบคุม,Total Comprehensive Income (Expense) Attributable To : Non-Controlling Interests,No,,,N,123,PL,การแบ่งปันกำไรเบ็ดเสร็จรวม,รวมถึง กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับส่วนที่เป็นของผู้ถือหุ้นเดิมก่อนการปรับโครงสร้างธุรกิจ,Include total comprehensive income attributable to former shareholders before business restructuring,,,,งบการเงินเฉพาะกิจการไม่ควรมีค่า,Should have no value in Separate financial statements.,หมายถึง กำไร (ขาดทุน) เบ็ดเสร็จรวมสำหรับส่วนของส่วนได้เสียที่ไม่มีอำนาจควบคุมในบริษัทย่อยของกลุ่มบริษัท รวมถึง กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับส่วนที่เป็นของผู้ถือหุ้นเดิมก่อนการปรับโครงสร้างธุรกิจภายใต้การควบคุมเดียวกัน,
F2,480100,595,399,304,0,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น),Basic Earnings (Loss) Per Share (Baht/Share),No,,B,N,123,PL,กำไรต่อหุ้น,"- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ EPS","- Displayed in the Company Highlight & Fact Sheet
- For calculation of EPS",,,,,,หมายถึง ส่วนกำไรหรือขาดทุนต่อหุ้นขั้นพื้นฐานที่เป็นของผู้ถือหุ้นสามัญของบริษัทใหญ่ โดยวิธีการคำนวณให้เป็นไปตามที่กำหนดในมาตรฐานการรายงานทางการเงินที่เกี่ยวข้อง,
F2,480200,594,400,305,0,กำไร (ขาดทุน) ต่อหุ้นปรับลด (บาท/หุ้น),Diluted Earnings (Loss) Per Share (Baht/Share),No,,B,N,123,PL,กำไรต่อหุ้น,,,,,,,,หมายถึง ส่วนกำไรหรือขาดทุนต่อหุ้นปรับลดที่เป็นของผู้ถือหุ้นสามัญของบริษัทใหญ่ ซึ่งมีการปรับปรุงกำไรหรือขาดทุนที่เป็นของผู้ถือหุ้นสามัญของบริษัทใหญ่และจำนวนถัวเฉลี่ยถ่วงน้ำหนักของหุ้นสามัญที่ถือโดยผู้ถือหุ้น ด้วยผลกระทบที่เกี่ยวข้องกับตราสารที่อาจเปลี่ยนเป็นหุ้นสามัญ ที่อาจก่อให้เกิดการลดลงของกำไรต่อหุ้น โดยวิธีการคำนวณให้เป็นไปตามที่กำหนดในมาตรฐานการรายงานทางการเงินที่เกี่ยวข้อง,
F2,510000,T16,401,306,0,เงินสดสุทธิจากกิจกรรมดำเนินงาน,Net Cash From Operating Activities,No,,B Fix,T,,CF,กระแสเงินสดจากการดำเนินงาน,,,,,,,,,
F2,510100,600,402,307,0,กำไร (ขาดทุน) สุทธิสำหรับงวด / ของบริษัทใหญ่,Net Profit (Loss) Attributable To Owners Of The Parent For The Period,519997,1,,N,123,CF,กระแสเงินสดจากการดำเนินงาน,,,,,,,,,
F2,510200,601,403,308,0,กำไร (ขาดทุน) ก่อนต้นทุนทางการเงิน และ/หรือ ภาษีเงินได้,Profit (Loss) Before Finance Costs And/Or Income Tax Expense,519997,1,,N,123,CF,กระแสเงินสดจากการดำเนินงาน,,,,,,,,,
F2,510300,625,404,309,0,ค่าเสื่อมราคาและค่าตัดจำหน่าย,Depreciation And Amortisation,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,"- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ EBITDA","- Displayed in the Company Highlight & Fact Sheet
- For calculation of EBITDA",,,,,,,
F2,510310,626,405,310,1,ค่าเสื่อมราคา,Depreciation,510300,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,รวมถึง ค่าสูญสิ้น,Include depletion,,,,,,,
F2,510320,627,406,311,1,ค่าตัดจำหน่าย,Amortisation,510300,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,เฉพาะสินทรัพย์ไม่มีตัวตน,Only for intangible assets,,,,,,,
F2,510400,628,407,312,0,(โอนกลับ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,(Reversal Of) Expected Credit Losses,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,510500,629,408,313,0,(โอนกลับ) ขาดทุนจากการลดมูลค่าของสินค้าคงเหลือ,(Reversal Of) Loss From Diminution In Value Of Inventories,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,510600,630,409,314,0,ส่วนแบ่ง (กำไร) ขาดทุนจากเงินลงทุนตามวิธีส่วนได้เสีย,Share Of (Profit) Loss From Investments Accounted For Using The Equity Method,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,510700,631,410,315,0,การจ่ายโดยใช้หุ้นเป็นเกณฑ์,Share-Based Payments,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,510800,632,411,316,0,(กำไร) ขาดทุนจากอัตราแลกเปลี่ยน,(Gains) Losses On Foreign Currency Exchange,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,510900,633,412,317,0,(กำไร) ขาดทุนจากการขายเงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า,"(Gains) Losses On Disposal Of Investment In Subsidiaries, Associates And Joint Ventures",519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,511000,634,413,318,0,(กำไร) ขาดทุนจากการขายเงินลงทุนอื่น,(Gains) Losses On Disposal Of Other Investments,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,511100,635,414,319,0,(กำไร) ขาดทุนจากการเปลี่ยนแปลงมูลค่ายุติธรรมของเครื่องมือทางการเงินอื่น,(Gains) Losses On Fair Value Adjustments Of Other Financial Instruments,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,511200,636,415,320,0,(กำไร) ขาดทุนจากการขายทรัพย์สินรอการขาย,(Gains) Losses On Disposal Of Properties Foreclosed,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,511400,638,416,321,0,(กำไร) ขาดทุนจากการเปลี่ยนแปลงมูลค่ายุติธรรมของเงินลงทุน,(Gains) Losses On Fair Value Adjustments Of Investments,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,,,,,,,,,
F2,511300,637,417,322,0,(กำไร) ขาดทุนจากการเปลี่ยนแปลงมูลค่ายุติธรรมของสินทรัพย์ที่ไม่ใช่สินทรัพย์ทางการเงิน,(Gains) Losses On Fair Value Adjustments Of Non-Financial Assets,519997,1,,N,123,CF,รายการปรับกระทบกำไรจากการดำเนินงานก่อนภาษีเงินได้,รวมถึง กำไร (ขาดทุน) จากการเปลี่ยนแปลงมูลค่ายุติธรรมของอสังหาริมทรัพย์เพื่อการลงทุน หากบริษัทเลือกใช้วิธีวัดมูลค่าด้วยวิธีมูลค่ายุติธรรม,"Include gains (losses) from changes in the fair value of investment properties, if the company chooses to measure under the fair value method",,,,,,,
